Niveluri de instruire, Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Licee cu program de educatie fizica si sport, Masculin, Constanta, Anul 2014, Numar persoane, 148
Licee cu program de educatie fizica si sport, Masculin, Constanta, Anul 2015, Numar persoane, 94
Licee cu program de educatie fizica si sport, Masculin, Constanta, Anul 2016, Numar persoane, 125
Licee cu program de educatie fizica si sport, Masculin, Constanta, Anul 2017, Numar persoane, 125
Licee cu program de educatie fizica si sport, Masculin, Galati, Anul 2013, Numar persoane, 67
Licee cu program de educatie fizica si sport, Masculin, Galati, Anul 2014, Numar persoane, 74
Licee cu program de educatie fizica si sport, Masculin, Galati, Anul 2015, Numar persoane, 80
Licee cu program de educatie fizica si sport, Masculin, Galati, Anul 2016, Numar persoane, 60
Licee cu program de educatie fizica si sport, Masculin, Galati, Anul 2017, Numar persoane, 70
Licee cu program de educatie fizica si sport, Masculin, Tulcea, Anul 2013, Numar persoane, 22
Licee cu program de educatie fizica si sport, Masculin, Tulcea, Anul 2014, Numar persoane, 26
Licee cu program de educatie fizica si sport, Masculin, Tulcea, Anul 2015, Numar persoane, 20
Licee cu program de educatie fizica si sport, Masculin, Tulcea, Anul 2016, Numar persoane, 16
Licee cu program de educatie fizica si sport, Masculin, Tulcea, Anul 2017, Numar persoane, 20
Licee cu program de educatie fizica si sport, Masculin, Vrancea, Anul 2013, Numar persoane, 74
Licee cu program de educatie fizica si sport, Masculin, Vrancea, Anul 2014, Numar persoane, 71
Licee cu program de educatie fizica si sport, Masculin, Vrancea, Anul 2015, Numar persoane, 69
Licee cu program de educatie fizica si sport, Masculin, Vrancea, Anul 2016, Numar persoane, 49
Licee cu program de educatie fizica si sport, Masculin, Vrancea, Anul 2017, Numar persoane, 54
Licee cu program de educatie fizica si sport, Masculin, Arges, Anul 2013, Numar persoane, 142
Licee cu program de educatie fizica si sport, Masculin, Arges, Anul 2014, Numar persoane, 147
Licee cu program de educatie fizica si sport, Masculin, Arges, Anul 2015, Numar persoane, 108
Licee cu program de educatie fizica si sport, Masculin, Arges, Anul 2016, Numar persoane, 136
Licee cu program de educatie fizica si sport, Masculin, Arges, Anul 2017, Numar persoane, 143
Licee cu program de educatie fizica si sport, Masculin, Calarasi, Anul 2013, Numar persoane, 17
Licee cu program de educatie fizica si sport, Masculin, Calarasi, Anul 2014, Numar persoane, 19
Licee cu program de educatie fizica si sport, Masculin, Calarasi, Anul 2015, Numar persoane, 12
Licee cu program de educatie fizica si sport, Masculin, Calarasi, Anul 2016, Numar persoane, 8
Licee cu program de educatie fizica si sport, Masculin, Calarasi, Anul 2017, Numar persoane, 18
Licee cu program de educatie fizica si sport, Masculin, Dambovita, Anul 2013, Numar persoane, 100
Licee cu program de educatie fizica si sport, Masculin, Dambovita, Anul 2014, Numar persoane, 137
Licee cu program de educatie fizica si sport, Masculin, Dambovita, Anul 2015, Numar persoane, 103
Licee cu program de educatie fizica si sport, Masculin, Dambovita, Anul 2016, Numar persoane, 97
Licee cu program de educatie fizica si sport, Masculin, Dambovita, Anul 2017, Numar persoane, 82
Licee cu program de educatie fizica si sport, Masculin, Giurgiu, Anul 2015, Numar persoane, 11
Licee cu program de educatie fizica si sport, Masculin, Ialomita, Anul 2016, Numar persoane, 20
Licee cu program de educatie fizica si sport, Masculin, Ialomita, Anul 2017, Numar persoane, 22
Licee cu program de educatie fizica si sport, Masculin, Prahova, Anul 2013, Numar persoane, 25
Licee cu program de educatie fizica si sport, Masculin, Prahova, Anul 2014, Numar persoane, 31
Licee cu program de educatie fizica si sport, Masculin, Prahova, Anul 2015, Numar persoane, 21
Licee cu program de educatie fizica si sport, Masculin, Prahova, Anul 2016, Numar persoane, 23
Licee cu program de educatie fizica si sport, Masculin, Prahova, Anul 2017, Numar persoane, 51
Licee cu program de educatie fizica si sport, Masculin, Teleorman, Anul 2013, Numar persoane, 37
Licee cu program de educatie fizica si sport, Masculin, Teleorman, Anul 2014, Numar persoane, 65
Licee cu program de educatie fizica si sport, Masculin, Teleorman, Anul 2015, Numar persoane, 39
Licee cu program de educatie fizica si sport, Masculin, Teleorman, Anul 2016, Numar persoane, 26
Licee cu program de educatie fizica si sport, Masculin, Teleorman, Anul 2017, Numar persoane, 41
Licee cu program de educatie fizica si sport, Masculin, Ilfov, Anul 2013, Numar persoane, 95
Licee cu program de educatie fizica si sport, Masculin, Ilfov, Anul 2014, Numar persoane, 119
Licee cu program de educatie fizica si sport, Masculin, Ilfov, Anul 2015, Numar persoane, 82
Licee cu program de educatie fizica si sport, Masculin, Ilfov, Anul 2016, Numar persoane, 90
Licee cu program de educatie fizica si sport, Masculin, Ilfov, Anul 2017, Numar persoane, 88
Licee cu program de educatie fizica si sport, Masculin, Dolj, Anul 2013, Numar persoane, 111
Licee cu program de educatie fizica si sport, Masculin, Dolj, Anul 2014, Numar persoane, 107
Licee cu program de educatie fizica si sport, Masculin, Dolj, Anul 2015, Numar persoane, 101
Licee cu program de educatie fizica si sport, Masculin, Dolj, Anul 2016, Numar persoane, 97
Licee cu program de educatie fizica si sport, Masculin, Dolj, Anul 2017, Numar persoane, 103
Licee cu program de educatie fizica si sport, Masculin, Gorj, Anul 2013, Numar persoane, 109
Licee cu program de educatie fizica si sport, Masculin, Gorj, Anul 2014, Numar persoane, 106
Licee cu program de educatie fizica si sport, Masculin, Gorj, Anul 2015, Numar persoane, 87
Licee cu program de educatie fizica si sport, Masculin, Gorj, Anul 2016, Numar persoane, 88
Licee cu program de educatie fizica si sport, Masculin, Gorj, Anul 2017, Numar persoane, 91
Licee cu program de educatie fizica si sport, Masculin, Mehedinti, Anul 2013, Numar persoane, 48
Licee cu program de educatie fizica si sport, Masculin, Mehedinti, Anul 2014, Numar persoane, 39
Licee cu program de educatie fizica si sport, Masculin, Mehedinti, Anul 2015, Numar persoane, 28
Licee cu program de educatie fizica si sport, Masculin, Mehedinti, Anul 2016, Numar persoane, 50
Licee cu program de educatie fizica si sport, Masculin, Mehedinti, Anul 2017, Numar persoane, 49
Licee cu program de educatie fizica si sport, Masculin, Olt, Anul 2013, Numar persoane, 40
Licee cu program de educatie fizica si sport, Masculin, Olt, Anul 2014, Numar persoane, 39
Licee cu program de educatie fizica si sport, Masculin, Olt, Anul 2015, Numar persoane, 33
Licee cu program de educatie fizica si sport, Masculin, Olt, Anul 2016, Numar persoane, 40
Licee cu program de educatie fizica si sport, Masculin, Olt, Anul 2017, Numar persoane, 61
Licee cu program de educatie fizica si sport, Masculin, Valcea, Anul 2013, Numar persoane, 29
Licee cu program de educatie fizica si sport, Masculin, Valcea, Anul 2014, Numar persoane, 54
Licee cu program de educatie fizica si sport, Masculin, Valcea, Anul 2015, Numar persoane, 43
Licee cu program de educatie fizica si sport, Masculin, Valcea, Anul 2016, Numar persoane, 42
Licee cu program de educatie fizica si sport, Masculin, Valcea, Anul 2017, Numar persoane, 38
Licee cu program de educatie fizica si sport, Masculin, Regiunea VEST, Anul 2013, Numar persoane, 209
Licee cu program de educatie fizica si sport, Masculin, Regiunea VEST, Anul 2014, Numar persoane, 263
Licee cu program de educatie fizica si sport, Masculin, Regiunea VEST, Anul 2015, Numar persoane, 218
Licee cu program de educatie fizica si sport, Masculin, Regiunea VEST, Anul 2016, Numar persoane, 200
Licee cu program de educatie fizica si sport, Masculin, Regiunea VEST, Anul 2017, Numar persoane, 207
Licee cu program de educatie fizica si sport, Masculin, Arad, Anul 2013, Numar persoane, 49
Licee cu program de educatie fizica si sport, Masculin, Arad, Anul 2014, Numar persoane, 59
Licee cu program de educatie fizica si sport, Masculin, Arad, Anul 2015, Numar persoane, 52
Licee cu program de educatie fizica si sport, Masculin, Arad, Anul 2016, Numar persoane, 32
Licee cu program de educatie fizica si sport, Masculin, Arad, Anul 2017, Numar persoane, 30
Licee cu program de educatie fizica si sport, Masculin, Caras-Severin, Anul 2013, Numar persoane, 29
Licee cu program de educatie fizica si sport, Masculin, Caras-Severin, Anul 2014, Numar persoane, 27
Licee cu program de educatie fizica si sport, Masculin, Caras-Severin, Anul 2015, Numar persoane, 16
Licee cu program de educatie fizica si sport, Masculin, Caras-Severin, Anul 2016, Numar persoane, 26
Licee cu program de educatie fizica si sport, Masculin, Caras-Severin, Anul 2017, Numar persoane, 24
Licee cu program de educatie fizica si sport, Masculin, Hunedoara, Anul 2013, Numar persoane, 37
Licee cu program de educatie fizica si sport, Masculin, Hunedoara, Anul 2014, Numar persoane, 82
Licee cu program de educatie fizica si sport, Masculin, Hunedoara, Anul 2015, Numar persoane, 79
Licee cu program de educatie fizica si sport, Masculin, Hunedoara, Anul 2016, Numar persoane, 69
Licee cu program de educatie fizica si sport, Masculin, Hunedoara, Anul 2017, Numar persoane, 72
Licee cu program de educatie fizica si sport, Masculin, Timis, Anul 2013, Numar persoane, 94
Licee cu program de educatie fizica si sport, Masculin, Timis, Anul 2014, Numar persoane, 95
Licee cu program de educatie fizica si sport, Masculin, Timis, Anul 2015, Numar persoane, 71
Licee cu program de educatie fizica si sport, Masculin, Timis, Anul 2016, Numar persoane, 73
Licee cu program de educatie fizica si sport, Masculin, Timis, Anul 2017, Numar persoane, 81
Licee cu program de educatie fizica si sport, Feminin, TOTAL, Anul 2013, Numar persoane, 862
Licee cu program de educatie fizica si sport, Feminin, TOTAL, Anul 2014, Numar persoane, 1026
Licee cu program de educatie fizica si sport, Feminin, TOTAL, Anul 2015, Numar persoane, 901
Licee cu program de educatie fizica si sport, Feminin, TOTAL, Anul 2016, Numar persoane, 929
Licee cu program de educatie fizica si sport, Feminin, TOTAL, Anul 2017, Numar persoane, 1061
Licee cu program de educatie fizica si sport, Feminin, Bihor, Anul 2013, Numar persoane, 17
Licee cu program de educatie fizica si sport, Feminin, Bihor, Anul 2014, Numar persoane, 19
Licee cu program de educatie fizica si sport, Feminin, Bihor, Anul 2015, Numar persoane, 20
Licee cu program de educatie fizica si sport, Feminin, Bihor, Anul 2016, Numar persoane, 15
Licee cu program de educatie fizica si sport, Feminin, Bihor, Anul 2017, Numar persoane, 19
Licee cu program de educatie fizica si sport, Feminin, Bistrita-Nasaud, Anul 2013, Numar persoane, 28
Licee cu program de educatie fizica si sport, Feminin, Bistrita-Nasaud, Anul 2014, Numar persoane, 40
Licee cu program de educatie fizica si sport, Feminin, Bistrita-Nasaud, Anul 2015, Numar persoane, 39
Licee cu program de educatie fizica si sport, Feminin, Bistrita-Nasaud, Anul 2016, Numar persoane, 41
Licee cu program de educatie fizica si sport, Feminin, Bistrita-Nasaud, Anul 2017, Numar persoane, 43
Licee cu program de educatie fizica si sport, Feminin, Cluj, Anul 2013, Numar persoane, 50
Licee cu program de educatie fizica si sport, Feminin, Cluj, Anul 2014, Numar persoane, 68
Licee cu program de educatie fizica si sport, Feminin, Cluj, Anul 2015, Numar persoane, 61
Licee cu program de educatie fizica si sport, Feminin, Cluj, Anul 2016, Numar persoane, 61
Licee cu program de educatie fizica si sport, Feminin, Cluj, Anul 2017, Numar persoane, 53
Licee cu program de educatie fizica si sport, Feminin, Maramures, Anul 2013, Numar persoane, 26
Licee cu program de educatie fizica si sport, Feminin, Maramures, Anul 2014, Numar persoane, 29
Licee cu program de educatie fizica si sport, Feminin, Maramures, Anul 2015, Numar persoane, 32
Licee cu program de educatie fizica si sport, Feminin, Maramures, Anul 2016, Numar persoane, 36
Licee cu program de educatie fizica si sport, Feminin, Maramures, Anul 2017, Numar persoane, 36
Licee cu program de educatie fizica si sport, Feminin, Satu Mare, Anul 2013, Numar persoane, 8
Licee cu program de educatie fizica si sport, Feminin, Satu Mare, Anul 2014, Numar persoane, 12
Licee cu program de educatie fizica si sport, Feminin, Satu Mare, Anul 2015, Numar persoane, 7
Licee cu program de educatie fizica si sport, Feminin, Satu Mare, Anul 2016, Numar persoane, 10
Licee cu program de educatie fizica si sport, Feminin, Satu Mare, Anul 2017, Numar persoane, 11
Licee cu program de educatie fizica si sport, Feminin, Salaj, Anul 2013, Numar persoane, 14
Licee cu program de educatie fizica si sport, Feminin, Salaj, Anul 2014, Numar persoane, 13
Licee cu program de educatie fizica si sport, Feminin, Salaj, Anul 2015, Numar persoane, 6
Licee cu program de educatie fizica si sport, Feminin, Salaj, Anul 2016, Numar persoane, 7
Licee cu program de educatie fizica si sport, Feminin, Salaj, Anul 2017, Numar persoane, 8
Licee cu program de educatie fizica si sport, Feminin, Alba, Anul 2013, Numar persoane, 26
Licee cu program de educatie fizica si sport, Feminin, Alba, Anul 2014, Numar persoane, 34
Licee cu program de educatie fizica si sport, Feminin, Alba, Anul 2015, Numar persoane, 20
Licee cu program de educatie fizica si sport, Feminin, Alba, Anul 2016, Numar persoane, 30
Licee cu program de educatie fizica si sport, Feminin, Alba, Anul 2017, Numar persoane, 25
Licee cu program de educatie fizica si sport, Feminin, Brasov, Anul 2013, Numar persoane, 19
Licee cu program de educatie fizica si sport, Feminin, Brasov, Anul 2014, Numar persoane, 16
Licee cu program de educatie fizica si sport, Feminin, Brasov, Anul 2015, Numar persoane, 12
Licee cu program de educatie fizica si sport, Feminin, Brasov, Anul 2016, Numar persoane, 24
Licee cu program de educatie fizica si sport, Feminin, Brasov, Anul 2017, Numar persoane, 18
Licee cu program de educatie fizica si sport, Feminin, Harghita, Anul 2013, Numar persoane, 5
Licee cu program de educatie fizica si sport, Feminin, Harghita, Anul 2014, Numar persoane, 8
Licee cu program de educatie fizica si sport, Feminin, Harghita, Anul 2015, Numar persoane, 7
Licee cu program de educatie fizica si sport, Feminin, Harghita, Anul 2016, Numar persoane, 1
Licee cu program de educatie fizica si sport, Feminin, Harghita, Anul 2017, Numar persoane, 11
Licee cu program de educatie fizica si sport, Feminin, Mures, Anul 2013, Numar persoane, 19
Licee cu program de educatie fizica si sport, Feminin, Mures, Anul 2014, Numar persoane, 28
Licee cu program de educatie fizica si sport, Feminin, Mures, Anul 2015, Numar persoane, 16
Licee cu program de educatie fizica si sport, Feminin, Mures, Anul 2016, Numar persoane, 20
Licee cu program de educatie fizica si sport, Feminin, Mures, Anul 2017, Numar persoane, 38
Licee cu program de educatie fizica si sport, Feminin, Sibiu, Anul 2014, Numar persoane, 9
Licee cu program de educatie fizica si sport, Feminin, Sibiu, Anul 2015, Numar persoane, 17
Licee cu program de educatie fizica si sport, Feminin, Sibiu, Anul 2016, Numar persoane, 6
Licee cu program de educatie fizica si sport, Feminin, Sibiu, Anul 2017, Numar persoane, 12
Licee cu program de educatie fizica si sport, Feminin, Bacau, Anul 2013, Numar persoane, 17
Licee cu program de educatie fizica si sport, Feminin, Bacau, Anul 2014, Numar persoane, 19
Licee cu program de educatie fizica si sport, Feminin, Bacau, Anul 2015, Numar persoane, 22
Licee cu program de educatie fizica si sport, Feminin, Bacau, Anul 2016, Numar persoane, 24
Licee cu program de educatie fizica si sport, Feminin, Bacau, Anul 2017, Numar persoane, 22
Licee cu program de educatie fizica si sport, Feminin, Botosani, Anul 2013, Numar persoane, 20
Licee cu program de educatie fizica si sport, Feminin, Botosani, Anul 2014, Numar persoane, 41
Licee cu program de educatie fizica si sport, Feminin, Botosani, Anul 2015, Numar persoane, 29
Licee cu program de educatie fizica si sport, Feminin, Botosani, Anul 2016, Numar persoane, 24
Licee cu program de educatie fizica si sport, Feminin, Botosani, Anul 2017, Numar persoane, 26
Licee cu program de educatie fizica si sport, Feminin, Iasi, Anul 2013, Numar persoane, 25
Licee cu program de educatie fizica si sport, Feminin, Iasi, Anul 2014, Numar persoane, 26
Licee cu program de educatie fizica si sport, Feminin, Iasi, Anul 2015, Numar persoane, 28
Licee cu program de educatie fizica si sport, Feminin, Iasi, Anul 2016, Numar persoane, 25
Licee cu program de educatie fizica si sport, Feminin, Iasi, Anul 2017, Numar persoane, 37
Licee cu program de educatie fizica si sport, Feminin, Neamt, Anul 2013, Numar persoane, 38
Licee cu program de educatie fizica si sport, Feminin, Neamt, Anul 2014, Numar persoane, 57
Licee cu program de educatie fizica si sport, Feminin, Neamt, Anul 2015, Numar persoane, 34
Licee cu program de educatie fizica si sport, Feminin, Neamt, Anul 2016, Numar persoane, 45
Licee cu program de educatie fizica si sport, Feminin, Neamt, Anul 2017, Numar persoane, 51
Licee cu program de educatie fizica si sport, Feminin, Suceava, Anul 2013, Numar persoane, 15
Licee cu program de educatie fizica si sport, Feminin, Suceava, Anul 2014, Numar persoane, 17
Licee cu program de educatie fizica si sport, Feminin, Suceava, Anul 2015, Numar persoane, 19
Licee cu program de educatie fizica si sport, Feminin, Suceava, Anul 2016, Numar persoane, 13
Licee cu program de educatie fizica si sport, Feminin, Suceava, Anul 2017, Numar persoane, 13
Licee cu program de educatie fizica si sport, Feminin, Vaslui, Anul 2013, Numar persoane, 29
Licee cu program de educatie fizica si sport, Feminin, Vaslui, Anul 2014, Numar persoane, 23
Licee cu program de educatie fizica si sport, Feminin, Vaslui, Anul 2015, Numar persoane, 16
Licee cu program de educatie fizica si sport, Feminin, Vaslui, Anul 2016, Numar persoane, 26
Licee cu program de educatie fizica si sport, Feminin, Vaslui, Anul 2017, Numar persoane, 27
Licee cu program de educatie fizica si sport, Feminin, Braila, Anul 2013, Numar persoane, 19
Licee cu program de educatie fizica si sport, Feminin, Braila, Anul 2014, Numar persoane, 34
Licee cu program de educatie fizica si sport, Feminin, Braila, Anul 2015, Numar persoane, 22
